id,title,address,phone,district_id
522,Средняя общеобразовательная школа № 33  Кош-Болот,710720 с. Кош-Болот,996550911081,13
523,Средняя общеобразовательная школа № 20 им.  Ажек,с. Ажек,+996(777)-291 935 ,13
524,Средняя общеобразовательная школа № 30 Кара-Ункур,720701 с. Кара-Ункур,996773663979,13
525,Средняя общеобразовательная школа № 14  им.  Н.Жайлообаева,720711 с. Баймак,996777562291,13
526,Средняя общеобразовательная школа № 26 Жаны-Шаар,720701 с. Джаны-Шаар,996773273355,13
527,Средняя общеобразовательная школа № 37 Уч-Терек,720705 с. Чолок-Тума,996556103216,13
528,Оснавная школа № 34 им.  А.Ботоева,720706 с. Кашкалак,996778445380,13
529,№ 39 школа-гимназия Айры-Там,720701 с. Айры-Там ул. Токтогул,996772618913,13
530,Средняя общеобразовательная школа № 1 Макаренко ,"715633, ул.Тешабаева ,7","60135,+996(773)036010 ",14
531,Средняя общеобразовательная школа № 2 Нишанбаев ,"715633,ул.А.Курбанова ","50414, +996(777)096700 ",14
532,Средняя общеобразовательная школа № 3 Бабур ,"715633, ул Домлажанова 8","50584,+996(770)128053 ",14
533,Средняя общеобразовательная школа  № 4 им.А.Навои,"715633 , ул Абдрахманова 50",+996(553)207940 ,14
534,Средняя общеобразовательная школа № 5 Токтогул ,ул.Наимова 7 ,+996(777)873537 ,14
535,Средняя общеобразовательная школа № 6 Осмонов ,715636 Акман,+996(772)687913 ,14
536,Средняя общеобразовательная школа № 7 Мамбеталиев ,715635 ул.А.Масабирова №1,"+996(3637)60144,+996(772)206399 ",14
537,Средняя общеобразовательная школа № 8 Карача ,"715635,с.Карача",+996(773)132328 ,14
538,Средняя общеобразовательная школа № 9 Ж.Асанов,"715628, ул.Досов Сыргабай",0,14
539,Средняя общеобразовательная школа № 10 Фрунзе ,715628 Сейдикум,+996(772)428112 ,14
540,Средняя общеобразовательная школа № 11 М.Алыкулов ,М.Алыкулов ,+996(771)250021 ,14
541,Средняя общеобразовательная школа № 12 Капарбек ,715632 ул М.Абдуллаева №21,+996(772)165362 ,14
542,Средняя общеобразовательная школа № 13 Элебаев ,715632 ул.Сагынов Паяз №3,+996(552)030456 ,14
543,Средняя общеобразовательная школа № 14 1-Май ,715632 ул.А.Маматжанова 13,+996(773)470373 ,14
544,Средняя общеобразовательная школа № 15 Жумалы ,715645 с.Коктондуу,+996(773)043376 ,14
545,Средняя общеобразовательная школа № 16 Рахманов ,715645,0,14
546,Средняя общеобразовательная школа № 17 С.Далбаев ,715645 ул.Н.Укубаева №19 ,+996(771)620600 ,14
547,Средняя общеобразовательная школа № 18 А.Тагаев  ,715640,+996(773)605612 ,14
548,Средняя общеобразовательная школа № 19 Арсланбоб ,720801 ул.Арстанабап 76,+996(777)855062 ,14
549,Средняя общеобразовательная школа № 20 Махмадалиев ,ул.Жороева,0,14
550,Средняя общеобразовательная школа № 21 Ташиев ,715643,+996(772)801206 ,14
551,Средняя общеобразовательная школа №22 Т у Камал ,715635 с.Баймундуз ,+996(777)399672 ,14
552,Средняя общеобразовательная школа № 23 Эралиев ,715633 уч.беш-бадам,+996(773)555670 ,14
553,Средняя общеобразовательная школа № 24 Нурдавлетов ,715633 уч.Жети-Кошкон ,+996(777)394682 ,14
554,Средняя общеобразовательная школа № 25 Артыгалиев ,715632,+996(773)269917 ,14
555,Средняя общеобразовательная школа № 26 Худайбердиев  о.м.,715633 ул Окузиев М №4 ,0,14
556,Средняя общеобразовательная школа № 27 Чойбеков ,714556 Кок-Алма,+996(777)657260 ,14
557,Средняя общеобразовательная школа № 28 Шеркулов ,715646 с.Чкалов ,+996(771)340583 ,14
558,Средняя общеобразовательная школа № 29 Монокбаев ,715641 с.Жай-Терек ,+996(770)294989 ,14
559,Средняя общеобразовательная школа № 30 0.Атабекова  ,715633 ул.К.Бегимкулов №4 ,+996(778)050474 ,14
560,Средняя общеобразовательная школа №31 Абдрахманова ,720812,+996(777)057626 ,14
561,Средняя общеобразовательная школа № 32  Канашов ,715641 с.Гава ,0,14
562,Средняя общеобразовательная школа № 33 Турусбеков ,715641 с.Шайылда,0,14
563,Средняя общеобразовательная школа № 34  Исламов ,715642,0,14
564,Средняя общеобразовательная школа № 36 Фуркат ,715645,+996(773)003427 ,14
565,Средняя общеобразовательная школа  № 37 Сайдикум ,715628 с.База ,0,14
566,Средняя общеобразовательная школа № 38 Осмонов ,715347 с.Кенеш,+996(777)867287 ,14
567,Средняя общеобразовательная школа № 39 Белтерек ,715640 с.Белтерек ,+996(773)785317 ,14
671,Начальная  школа им О.Садырбаев,715666,0,16
568,Средняя общеобразовательная школа № 40 Белинский ,715632 ул.Моголл-Коргон ,+996(777)661885 ,14
569,Средняя общеобразовательная школа № 41 Ж у Жолдош ,715645 с.Кара-Ой,+996(773)897460 ,14
570,Средняя общеобразовательная школа № 42 Сооронбаев  ,715635 с.Жон,+996(772)682963 ,14
571,Средняя общеобразовательная школа № 43 Улугбек ,715628 с.Чек,+996(555)223272 ,14
572,Средняя общеобразовательная школа № 44  А.Жумабаева,715628 с.Чын-Курулуш ,+996(552)283909 ,14
573,Средняя общеобразовательная школа № 45 Тарыхчиев ,715641 с.Сары-Жайык ,+996(555)353519 ,14
574,Средняя общеобразовательная школа № 46 Кыргоо ,715641 ул Кырго №35,+996(773)732347 ,14
575,Средняя общеобразовательная школа № 47 Саипов ,715632 с.Сейитказы ,+996(543)165116 ,14
576,Средняя общеобразовательная школа № 48  Чыйбылов М,Кызыл-Ункюр,0,14
577,Средняя общеобразовательная школа № 49 У.Сыдыков ,715634 с.Жаш0Ленин ,+996(772)963234 ,14
578,Средняя общеобразовательная школа № 50 М.Кадыров ,715632,+996(773)222193 ,14
579,Средняя общеобразовательная школа №51 Палванов ,715636 с.Жаны-Акман ,+996(773)692143 ,14
580,Школа-гимназия им.Ж.Бононбаева,715633 с.Базар-Коргон ул.Жалал-Абадская ,+996(772)299252 ,14
581,Неполная средняя школа  Сайкоргон,715633 с.Сай-Коргон,+996(772)825246 ,14
582,Неполная средняя школа  Бакиев,715632 уч. Кенгоо,+996(777)683882 ,14
583,Неполная средняя школа Исманов,715632с.Шыдыр ,+996(556)805400 ,14
584,Неполная средняя школа  Юсупов,с. Абдраимова,+996(773)099743 ,14
585,Неполная средняя школа  Куш-терек  ,"720801, ул.Куш-терек 72а","73933,+996(777)506887  ",14
586,Неполная средняя школа  Мураталиев,715636 с. Таш-Булак,+996(777)853949 ,14
587,Неполная средняя школа  Салбанов,715632 с.Уч-Булак,+996(777)823374 ,14
588,Неполная средняя школа  Б.Абдрашева,715632 с.Абдраимов  ул.Ленина №237,+996(777)578586 ,14
589,Начальная школа  Абдукеримов,715628 Сейдикум,+996(555)188981 ,14
590,Начальная школа Т.Жумабаева,715633 с.МТФ,0,14
591,Начальная школа  Дукур,715628 с.Чек ,+996(550)574754 ,14
592,Начальная школа  Хамза,715633 с.Базар-Коргон,+996(550)871701 ,14
593,Начальная школа Бабур,715633 с.Базар-Коргон,+996(772)351134 ,14
594,Начальная школа   Абдурахманова,715636 с. Акман,+996(552)007984 ,14
595,Базар-Коргонская общеобразовательная вечерне-заочная средняя школа молодежи,"ул.Достук,7",  ,14
596,Средняя общеобразовательная школа № 1 ,720700 ул. Турдумбетова 55,"+996(3734)21239,+996(773)309273 ",15
597,Средняя общеобразовательная школа № 2,720700 ул.Султанова 101,+996(552)050020 ,15
598,Средняя общеобразовательная школа № 3 ,720700 ул Сарокина 36,+996(551)975168 ,15
599,Средняя общеобразовательная школа № 4 ,721201 ул Школьная,+996(3734)686022 ,15
600,Средняя общеобразовательная школа № 5 ,721212 уч.Тоскоол,+996(772)419391 ,15
601,Средняя общеобразовательная школа № 6,721202 ул Школьная 3,+996(772)210420 ,15
602,Средняя общеобразовательная школа ,721209 ул. Сейдекмат,+996(773)185882 ,15
603,Средняя общеобразовательная школа  № 8 ,721210 уч. Курулуш,+996(777)349864 ,15
604,Средняя общеобразовательная школа № 9,721211 ул.Шамамат 46,+996(777)349864 ,15
605,Средняя общеобразовательная школа № 10,721211 ул.Ш.Молложанова 36,+996(772)665583 ,15
606,Средняя общеобразовательная школа  № 11,721211 уч.Кызыл Кыргызстан,+996(777)161474 ,15
607,Средняя общеобразовательная школа № 12,722111  уч. Чонбагыш,+996(772)482520 ,15
608,Средняя общеобразовательная школа № 13,721210 уч.Шалка,+996(772)370551 ,15
609,Средняя общеобразовательная школа № 14,721206 ул Токтогула,+996(550)349100 ,15
610,Средняя общеобразовательная школа № 15,721206 ул Пионерская 14,+996(772)715666 ,15
611,Средняя общеобразовательная школа  № 16,721207 ул. Амадалиева 44,+996(555)247871 ,15
612,Средняя общеобразовательная школа ,721207 ул Сейтканова 56,+996(550)061441 ,15
613,Средняя общеобразовательная школа  № 18,721204 ул. Турдалиева,+996(555)103600 ,15
614,Средняя общеобразовательная школа № 19,721204 уч.Атчабар,+996(553)465822 ,15
615,Средняя общеобразовательная школа № 20,721208 уч.Ношкен,+996(773)762860 ,15
616,Средняя общеобразовательная школа № 21,721205 уч.Фуркат 15,+996(770)242912 ,15
617,Средняя общеобразовательная школа № 22,721209 уч.Сары-Сыя,+996(777)875370 ,15
618,Средняя общеобразовательная школа № 23,721207 ул.Кубатова 47,+996(550)055605 ,15
619,Средняя общеобразовательная школа № 24 ,721204 уч Кызыл-Кыя,+996(550)246304 ,15
620,Средняя общеобразовательная школа № 25,721200 уч.Кызыл-Туу,+996(554)161932 ,15
621,Средняя общеобразовательная школа № 27,721205 ул. Ленина,+996(777)001257 ,15
622,Средняя общеобразовательная школа № 27,721201 уч. Бирдик,+996(773)189289 ,15
623,Средняя общеобразовательная школа № 28,721206 ул.Фрунзе 56,+996(555)624752 ,15
624,Средняя общеобразовательная школа № 29,721200 ул.Алимжана 1,+996(773)670544 ,15
625,Средняя общеобразовательная школа № 30,721201 уч.Жон,+996(3734)141 ,15
626,Средняя общеобразовательная школа № 31,721203 ул.Жантая 4,+996(773)274075 ,15
627,Средняя общеобразовательная школа № 32,721204 уч.Жениш,+996(773)060709 ,15
628,Средняя общеобразовательная школа № 33,721204 уч.Курама,+996(554)748581 ,15
629,Средняя общеобразовательная школа № 34,721207 уч. Жазгак,+996(550)146030 ,15
630,Средняя общеобразовательная школа № 35,721201 уч. Жаны-Арык,+996(773)528023 ,15
631,Средняя общеобразовательная школа № 36,721202 ул.Колхозная,+996(550)036055 ,15
632,Средняя общеобразовательная школа № 37,721209 уч.Карабулак,+996(777)865220 ,15
633,Средняя общеобразовательная школа № 38,721200 уч.Кызыласкер,+996(772)165220 ,15
634,Средняя общеобразовательная школа № 39,721204 уч.Кокондук,+996(777)299343 ,15
635,Средняя общеобразовательная школа № 40,721205 ул.Алимбек-ата,+996(773)068694 ,15
636,Средняя общеобразовательная школа № 41,721205 уч.Кудук-Сай,+996(773)045902 ,15
637,Средняя общеобразовательная школа № 42,721201 уч.Тотонбай,+996(772)901875 ,15
638,Средняя общеобразовательная школа № 43,721202 уч.Черемушка,+996(773)829516 ,15
639,Средняя общеобразовательная школа № 44,721207 ул.Кудайназаров 40,+996(554)240596 ,15
640,Средняя общеобразовательная школа № 45,721200 уч.Бешжыгач,+996(770)299627 ,15
641,Средняя общеобразовательная школа Исанов,721206 ул.Мурадяна 1,+996(772)466828 ,15
642,Средняя общеобразовательная школа Ниязов,721201 ул.Школьная 21,"+996(3734)50258, +996(557)575787 ",15
643,Средняя общеобразовательная школа Апыртан,720700 ул.Жусупбекова,+996(556)292528 ,15
644,Средняя общеобразовательная школа Сакалды,721204 уч. Сакалды,+996(777)074990 ,15
645,Средняя общеобразовательная школа Сай-Бою,721204 уч.Сайбою,+996(555)783642 ,15
646,Средняя общеобразовательная школа Бобуй,721204 уч.Бобуй,+996(555)783642 ,15
647,Средняя общеобразовательная школа Акамбаев,721204 уч.Буркан,+996(770)238049 ,15
648,Средняя общеобразовательная школа Ташиев,721204 уч.Ууружар,+996(553)630863 ,15
649,Средняя общеобразовательная школа Кыпчак-Талаа,721204 уч.Кыпчакталаа,+996(770)390384 ,15
650,Средняя общеобразовательная школа Арапов,721212 уч.тоскоол,+996(772)400599 ,15
651,Ноокенская вспомогательная школа-интернат для умственно отсталых детей им. Ж. Ниязова,"721201 ул.Школьная,21","+996(3734)50258, +996(557)575787 ",15
652,Средняя общеобразовательная школа Ж.Узаков,715654,,16
653,Начальная  школа  Найман,Атабеков,+996(772)21527 ,16
654,Средняя общеобразовательная школа Жийде,Атабеков,+996(772)296852 ,16
655,Средняя общеобразовательная школа  Турусбеков,Атабеков,+996(550)201069 ,16
656,Средняя общеобразовательная школа №38 им Д.Жунусов ,715667,+996(772)273331 ,16
657,Средняя общеобразовательная школа №72  им К.Юлдашева ,715667,+996(773)886510 ,16
658,Средняя общеобразовательная школа С.Атабеков,715667,+996(772)260929 ,16
659,Средняя общеобразовательная школа  № 4 им Б.Шамшиев,715667,+996(777)615533 ,16
660,Неполная средняя школа  №105 Абат,715667,0,16
661,Неполная средняя школа  Ширин,721310,+996(778)093503 ,16
662,Средняя общеобразовательная школа  Хамза,715600,+996(3722)23722 ,16
663,Средняя общеобразовательная школа  Комсомол,715664,+996(771)346445 ,16
664,Средняя общеобразовательная школа № 71 им Н.Алыкулов,715666,+996(772)902426 ,16
665,Средняя общеобразовательная школа  №21 им Эшматов,721330,+996(771)466792 ,16
666,Средняя общеобразовательная школа  №77 им Байзаков,715666,0,16
667,Школа-гимназия Им Темирбаев,715666,+996(772)138724 ,16
668,Средняя общеобразовательная школа № 64 Токтогул,715666,0,16
669,Средняя общеобразовательная школа  № 85 Ынтымак,715666,0,16
670,Средняя общеобразовательная школа  № 102 Турабад,715666,0,16
672,Средняя общеобразовательная школа  им Исманалиев ,721326,+996(777)592154 ,16
673,Средняя общеобразовательная школа  им Абдукаимов,721303+996(777)165229 1928,Кыргызский,16
674,Средняя общеобразовательная школа  им Мичурина,721326,+996(555)281198 ,16
675,Средняя общеобразовательная школа им Базарбаев,721303,+996(550)022611 ,16
676,Средняя общеобразовательная школа  им Ж.Боконбаева,715663,+996(772)240702 ,16
677,Средняя общеобразовательная школа № 52  им Т.Арзыкулова,721303,+996(555)032620 ,16
678,Средняя общеобразовательная школа № 50  им Тайгараева,715661,+996(773)032599 ,16
679,Средняя общеобразовательная школа  им Багыш,721303,+996(555)608053 ,16
680,Средняя общеобразовательная школа им Т.Кубатбеков,715675,+996(773)102774 ,16
681,Средняя общеобразовательная школа  Орток,715672,+996(772)155184 ,16
682,Неполная средняя школа  Багыш агай,715675,+996(773)716157 ,16
683,Средняя общеобразовательная школа  г. Кок-Арт,721318,+996(777)830105 ,16
684,Средняя общеобразовательная школа   М.Орозалиевой,721322,+996(777)209078 ,16
685,Неполная средняя школа им Кенжекулова,721322,+996(772)813723 ,16
686,Неполная средняя школа  им Б.Торогелдиева,721318,+996(770)275426 ,16
687, средняя школа Ж.Шабданова,721322,+996(778)048082 ,16
688,Средняя общеобразовательная школа Т.Кочкоров,715674,+996(772)099822 ,16
689,Средняя общеобразовательная школа  М.Камбаров,715673,+996(551)220777 ,16
690,Средняя общеобразовательная школа  О.Тажибаев,715676,+996(778)226990 ,16
691,Неполная средняя школа им  П.Ташматов,715676,+996(517)228490 ,16
692,Неполная средняя школа  им Ысмайыл,715673,+996(777)701476 ,16
693,Средняя общеобразовательная школа  Саты,715673,+996(773)251470 ,16
694,Начальная  школа  им Тайгараева,715674,+996(555)270128 ,16
695,№109 Начальная школа   имени К.Осмоналиева,715673,0,16
696,Средняя общеобразовательная школа  им Сартбаев,715673,+996(773)887535 ,16
697,Неполная средняя школа   Ак-Сай,715657,+996(777)378009 ,16
698,Средняя общеобразовательная школа  им Караева,715657,+996(772)269566 ,16
699,Средняя общеобразовательная школа  им У.Абдукаимова,715657,+996(772)255660 ,16
700,Средняя общеобразовательная школа им Маткеримов,715657,+996(773)187260 ,16
701,Средняя общеобразовательная школа  Чангыр-Таш,715656,+996(777)682964 ,16
702,Средняя общеобразовательная школа  им Муратова ,715651,+996(773)760289 ,16
703,Средняя общеобразовательная школа им Матиев,715658,+996(777)394900 ,16
704,Средняя общеобразовательная школа  Акчалуу,715658,0,16
705,Средняя общеобразовательная школа  К.Торомаматов,715658,+996(777)372774 ,16
706,Средняя общеобразовательная школа А.Осмонов,715658,+996(773)924775 ,16
707,Средняя общеобразовательная школа  К.Абдраимов,715658,+996(777)865692 ,16
708,Средняя общеобразовательная школа  Х.Кенжаев,715654,+996(772)788519 ,16
709,№94 Средняя общеобразовательная школа   Б.Калымбетов,715653,+996(773)915478 ,16
710,Средняя общеобразовательная школа  Э.Торобаев,715658,+996(772)398450 ,16
711,Средняя общеобразовательная школа  Чанаков,715658,+996(777)299362 ,16
712,Средняя общеобразовательная школа ин. К.Эрматов,715651,0,16
713,Средняя общеобразовательная школа  Базаров,715658,+996(778)114812 ,16
714,Средняя общеобразовательная школа  З.Жамашев,715651,+996(770)120683 ,16
715,Средняя общеобразовательная школа  М.Токтогулов,715672,0,16
716,Средняя общеобразовательная школа  А.Сейдакматов,715672,0,16
717,Средняя общеобразовательная школа  Б.Камбаров,715652,+996(778)105012 ,16
718,Средняя общеобразовательная школа  О.Абдыкамалов,715672,0,16
719,Средняя общеобразовательная школа   Саралаев,715672,+996(772)283162 ,16
720,Средняя общеобразовательная школа  А.Мамбетаипов,715672,+996(772)233650 ,16
721,Средняя общеобразовательная школа  К.Бакиева,715652,+996(772)964307 ,16
722,Средняя общеобразовательная школа  А.Жапарбаев,715652,+996(773)614253 ,16
723,Средняя общеобразовательная школа   им Д.Шопокова,715652,+996(777)864425 ,16
724,Средняя общеобразовательная школа  им  Т.Каипова,715652,0,16
725,Средняя общеобразовательная школа  им  Ш.Абдраманов,715651,+996(772)936708 ,16
726,Школа Келечек  ,715672,+996(773)931390 ,16
727,Средняя общеобразовательная школа  С.Жээнбекова,715661,+996(771)398985 ,16
728,№27 Средняя общеобразовательная школа  им Ю.Гагарина,715661,+996(772)622782 ,16
729,Средняя общеобразовательная школа  им А.Тажибаева,715661,+996(772)293046 ,16
730,№22 Средняя общеобразовательная школа  им А.П.Гайдар,715650,+996(773)204115 ,16
731,№29 Средняя общеобразовательная школа имени Т.Муратова,715650,+996(772)962550 ,16
732,№ 90 Средняя общеобразовательная школа  Манас,715650,+996(770)395319 ,16
733,Средняя общеобразовательная школа  им  О.Юнусова,713330 Сарык-Аксакал №43,+996(550)460486 ,16
734,Средняя общеобразовательная школа  им  Мадумар-Ата,715650,+996(555)580408 ,16
735,Средняя общеобразовательная школа  им  С.Акбаров,715650,+996(551)301948 ,16
736,Средняя общеобразовательная школа  им М.Хакимов Дом-Ата,715650,+996(553)103281 ,16
737,Средняя общеобразовательная школа  им Г.Гулям,715650,+996(555)125147 ,16
738,Средняя общеобразовательная школа  им Т.Мурсалиев,715650,+996(770)329029 ,16
739,№97 Неполная средняя школа  им Сабитов,715650,+996(773)427373 ,16
740,№ 103Неполная средняя школа Садда,715650,+996(551)110468 ,16
741,№81 Средняя общеобразовательная школа имени Т.Идрисовой,715650,+996(555)134627 ,16
742,Средняя общеобразовательная школа  №23 Таш-Булак,715653,+996(555)558520 ,16
743,Средняя общеобразовательная школа  №96 М.Торомаматов,715653,+996(555)692137 ,16
744,Основная средняя школа 40 лет октября,715653,+996(3722)26372 ,16
745,Средняя общеобразовательная школа им М.Улугбек,715665,+996(555)648371 ,16
746,Средняя общеобразовательная школа  Кыр-Жол,715665,+996(552)202390 ,16
747,Средняя общеобразовательная школа гимн. Бобур,715665,+996(555)213167 ,16
748,Средняя общеобразовательная школа им Ырыс,715665,+996(777)087237 ,16
749,Средняя общеобразовательная школа им Бакирова,715650,"+996(772)233467, ",16
750,Средняя общеобразовательная школа  им Жуманазаров,715651,+996(777)317393 ,16
751,Средняя общеобразовательная школа им М.Юсупова,715650,+996(772)688565 ,16
752,Средняя общеобразовательная школа  им Айбек,715650,+996(555)799657 ,16
753,Средняя общеобразовательная школа им Фуркат,715665,"+996(552)310307, ",16
754,Средняя общеобразовательная школа имени Г.Бакиевой ,715665,+996(3722)56845 ,16
755,Средняя общеобразовательная школа им А.Хакимова,715665,+996(773)397040 ,16
756,Неполная средняя школа им Х.Холдаров ,715665,+996(555)970217 ,16
757,№73 Средняя общеобразовательная школа им. Х.Алимжана,713330,9960000000,16
758,№70 Неполная средня школа имени Ж.Омуралиева,715651,+(996 777)111111 ,16
759,№59 Средняя общеобразовательная школа Кара-Булак,715672,+(996 777)111111 ,16
760,№46 Средняя общеобразовательная школа имени Б.Алыкулова,777777,+(996 777)111111 ,16
761,"Лицей имени ""Сотиволды Ажы""","ул.Мадалинова, 29",  ,16
762,Общеобразовательная средняя вечерне-заочная школа молодежи,здание п/л №36,  ,16
763,Средняя общеобразовательная школа  А.Абдраимов,721500 с.Казарман,+996(777)451863 ,17
764,Средняя общеобразовательная школа М.Жаныбаева,721500 Казарман,+996(777)151649 ,17
765,Средняя общеобразовательная школа М.Абдыжапаров,721506 с.Чет-Булак,+996(773)711421 ,17
766,Средняя общеобразовательная школа Иса,721504  с.им.Ленина Тогуз-Торо,+996(777)456370 ,17
767,Средняя общеобразовательная школа Калдыбай,721503 с.Додомол Тогуз-Торо,+996(777)279632 ,17
768,Средняя общеобразовательная школа Ыдырыс,721503 с.Кош-Булак Тогуз-Торо,+996(778)192115 ,17
769,Начальная школа Аскалы,721504  с.Орнек Тогуз-Тороуский район,996555001122,17
770,Средняя общеобразовательная школа Кара-Суу,721505 с.Кара-Суу,+996(777)596135 ,17
771,Средняя общеобразовательная школа Э.Касымалиев,721505 Табылгыты,+996(770)7504138 ,17
772,Средняя общеобразовательная школа Бирдик,721501 Кок-Ирим,+996(772)731315 ,17
773,Средняя общеобразовательная школа Бейше,721501 с.Арал,+996(777)799904 ,17
774,Средняя общеобразовательная школа Барктабас,721502 Атай,+996(770)504138 ,17
775,Средняя общеобразовательная школа Саймалуу-Таш,721502  с.Карл-Маркс,+996(770)502136 ,17
776,средняя школа  Макмал,"мкрн ""Нуржайык""",50142,17
777,Средняя общеобразовательная школа  №18 .им.  Чокоева,715402 Котормо,+996(555)901635 ,18
778,Средняя общеобразовательная школа  №19 .им.  Ашыралиева,715403 Торкент,+996(777)639352 ,18
779,Средняя общеобразовательная школа  №11 .им.  Арал,715406 Жаны-Жол,+996(773)606930 ,18
780,Средняя общеобразовательная школа №5 .им. Д.Турдумамбетова,715404  ул. Кок-Бел 30,+996(555)685333 ,18
781,Средняя общеобразовательная школа  №20 .им. Жундубаев  ,715405  ул.  Ашыралиев 43,+996(777)519834 ,18
782,Средняя общеобразовательная школа  №6 .им.  Мулкубат  ,715404  ул.  Мажин 15,+996(777)209776 ,18
783,Средняя общеобразовательная школа  №32 .им.   Бекназара  ,715412  ул.  Калиев 1 ,+996(772)202761 ,18
784,Средняя общеобразовательная школа  №33 .им.   Салаева ,715404 Уч-терек,+996(772)157655 ,18
785,Средняя общеобразовательная школа №9 .им.Умарова  ,715401  ул.   Абрахманова,+996(772)255374 ,18
786,Средняя общеобразовательная школа №27 .им. Мамырова  ,715403  ул. Шаланбай ,+996(772)890571 ,18
787,Средняя общеобразовательная школа №12 .им. Турусбека  ,715415   ул. Жоомарт 10,+996(772)106920 ,18
788,Средняя общеобразовательная школа №4 .им. Бримкулова  ,715401   ул.Мажина 4,+996(3747)50263 ,18
789,Школа лицей “Кетмен-Тобо” №28 ,721211,"+996(3747)60020, +996(552)422191 ",18
790,Средняя общеобразовательная школа №1 им.Токтогула ,№0656  ул.Чернаткач№15,"+996(3747)60021, +996(773)608376  ",18
791,Средняя общеобразовательная школа №1 им. Жоомарт ,715414,+996(770)461706 ,18
792,Средняя общеобразовательная школа №15 им. Данканай ,715401,+996(778)404176 ,18
793,Средняя общеобразовательная школа №17 им.  Жаманкулова ,715401,+996(773)529674 ,18
794,Средняя общеобразовательная школа №7 Манаса ,715401,+996(773)401143 ,18
795,Средняя общеобразовательная школа №39 М.Жунусалиева,721612,+996(773)411309 ,18
796,Средняя общеобразовательная школа №39 М.Жунусалиева,721612,+996(773)411309 ,18
797,Средняя общеобразовательная школа №13 им. Коргола,715413   ул. Айтмырза,+996(773)401142 ,18
798,Средняя общеобразовательная школа №36 им. А.Ибраимова ,721609 Озгоруш,+996(777)407484 ,18
799,Средняя общеобразовательная школа №38 им.С.Чекирова ,721609 Озгоруш,+996(773)512029 ,18
800,Средняя общеобразовательная школа №2 им. Боконбава  ,721211 Токтогул,"+996(3747)60019, +996(553)300362 ",18
801,Средняя общеобразовательная школа №21 им.  Алымбекова ,721211 Бел-Алды,+996(550)265139 ,18
802,Средняя общеобразовательная школа №35 им.Чаргынова ,715412 Озгоруш,+996(773)939570 ,18
803,Средняя общеобразовательная школа №41 им.Термечиков ,715412 Озгоруш,+996(778)296898 ,18
804,Средняя общеобразовательная школа №31 им.Чодошова ,715412 Кызыл-озгоруш,+996(553)313164 ,18
805,Средняя общеобразовательная школа №37 им.Шабданов,715411 Ничке-сай,+996(777)607149 ,18
806,Средняя общеобразовательная школа №22 им.Назакеева,721211 ул. Т.Омурзаков 4,+996(777)510635 ,18
807,Средняя общеобразовательная школа №23 им.Жамгырканова,721211 ул.Бек-Таш 4,+996(777)070756 ,18
808,Средняя общеобразовательная школа №24 им. Канаша,715405 Толук,+996(771)290572 ,18
809,Начальная школа   № 3 Кушчу-Суу,715412 Чолпон-Ата,0,18
810,Начальная школа   № 34  Ы. Дуйшеева,715410 Уч-Терек,0,18
811,Средняя общеобразовательная школа № 25 Бекболотова,715405 Толук,+996(777)557805 ,18
812,Средняя общеобразовательная школа № 26 им. З.Эгембердиева,715402 Сары-Камыш,+996(777)248774 ,18
813,Средняя общеобразовательная школа № 10 им. Т.Казатова,715412 Жаны-Жол,+996(773)576793 ,18
814,Средняя общеобразовательная школа № 40 им.Артыкбаева,715412 Уч-Терек,+996(773)668705 ,18
815,Средняя общеобразовательная школа № 8  им.А .Иманбаева,715412 Жаны-Жол,+996(770)595828 ,18
816,Средняя общеобразовательная школа сш №30 им.Токторалиев ,715412 Уч-Терек,+996(778)208848 ,18
817,Средняя общеобразовательная школа №29 .им.Нургазиева ,715410 ул. Жапар №11,+996(777)165034 ,18
818,Средняя общеобразовательная школа № 1,,+996(3722)20311 ,20
819,Средняя общеобразовательная школа № 2,715600 Эркиндик 15,"+996(3722)25946, +996(3722)26340 ",20
820,Средняя общеобразовательная школа № 3,715600 Пушкина 15,"+996(3722)22212, +996(3722)25231 ",20
821,Средняя общеобразовательная школа № 4,715600 Эркиндик 51,+996(3722)25718 ,20
822,Средняя общеобразовательная школа № 5,Фурмонова 5,+996(3722)72717 ,20
823,Средняя общеобразовательная школа № 6,720908  эркиндик ,+996(3722)53261 ,20
824,Средняя общеобразовательная школа № 7,Исакулова 2,+996(3722)21714 ,20
825,Средняя общеобразовательная школа № 8,720903 московский 40,+996(3722)71487 ,20
826,Средняя общеобразовательная школа № 9,715613 Жени-жок 23,+996(3722)51676 ,20
827,Средняя общеобразовательная школа № 10,720910 Качкынчы,+996(3722)60152 ,20
828,Средняя общеобразовательная школа № 11,715660  с.тошкутчу,+996(3722)60153 ,20
829,Средняя общеобразовательная школа № 12,715660 с.Тайгараев,0,20
830,Средняя общеобразовательная школа № 13,715900 пр.Манасс61,+996(3722)51890 ,20
831,Средняя общеобразовательная школа № 14,715607 курманбек26,+996(3722)53437 ,20
832,Средняя общеобразовательная школа № 16,715612 пригородный,+996(3722)60157 ,20
833,Средняя общеобразовательная школа № 17,м.р Жениш,+996(3722)24901 ,20
834,Средняя общеобразовательная школа № 18,715660 Осмонова21,+996(3722)60154 ,20
835,Средняя общеобразовательная школа № 19,720907,+996(3722)52630 ,20
836,Средняя общеобразовательная школа № 21,Тыныстанова 24,+996(3722)71027 ,20
